"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Sweet Grass County, MT"	"30097"	"2018"	"2018"	Suppressed	3710	Suppressed
	"Sweet Grass County, MT"	"30097"	"2019"	"2019"	Suppressed	3737	Suppressed
	"Sweet Grass County, MT"	"30097"	"2020 "	"2020"	Suppressed	3684	Suppressed
	"Teton County, MT"	"30099"	"2018"	"2018"	Suppressed	6162	Suppressed
	"Teton County, MT"	"30099"	"2019"	"2019"	Suppressed	6147	Suppressed
	"Teton County, MT"	"30099"	"2020 "	"2020"	Suppressed	6249	Suppressed
	"Toole County, MT"	"30101"	"2018"	"2018"	Suppressed	4853	Suppressed
	"Toole County, MT"	"30101"	"2019"	"2019"	Suppressed	4736	Suppressed
	"Toole County, MT"	"30101"	"2020 "	"2020"	Suppressed	4686	Suppressed
	"Treasure County, MT"	"30103"	"2018"	"2018"	Suppressed	679	Suppressed
	"Treasure County, MT"	"30103"	"2019"	"2019"	Suppressed	696	Suppressed
	"Treasure County, MT"	"30103"	"2020 "	"2020"	Suppressed	695	Suppressed
	"Valley County, MT"	"30105"	"2018"	"2018"	Suppressed	7437	Suppressed
	"Valley County, MT"	"30105"	"2019"	"2019"	Suppressed	7396	Suppressed
	"Valley County, MT"	"30105"	"2020 "	"2020"	Suppressed	7359	Suppressed
	"Wheatland County, MT"	"30107"	"2018"	"2018"	Suppressed	2236	Suppressed
	"Wheatland County, MT"	"30107"	"2019"	"2019"	Suppressed	2126	Suppressed
	"Wheatland County, MT"	"30107"	"2020 "	"2020"	Suppressed	2157	Suppressed
	"Wibaux County, MT"	"30109"	"2018"	"2018"	Suppressed	1034	Suppressed
	"Wibaux County, MT"	"30109"	"2019"	"2019"	Suppressed	969	Suppressed
	"Wibaux County, MT"	"30109"	"2020 "	"2020"	Suppressed	939	Suppressed
	"Yellowstone County, MT"	"30111"	"2018"	"2018"	28	160137	17.5
	"Yellowstone County, MT"	"30111"	"2019"	"2019"	33	161300	20.5
	"Yellowstone County, MT"	"30111"	"2020 "	"2020"	35	162990	21.5
	"Adams County, NE"	"31001"	"2018"	"2018"	Suppressed	31511	Suppressed
	"Adams County, NE"	"31001"	"2019"	"2019"	Suppressed	31363	Suppressed
	"Adams County, NE"	"31001"	"2020 "	"2020"	Suppressed	31321	Suppressed
	"Antelope County, NE"	"31003"	"2018"	"2018"	Suppressed	6336	Suppressed
	"Antelope County, NE"	"31003"	"2019"	"2019"	Suppressed	6298	Suppressed
	"Antelope County, NE"	"31003"	"2020 "	"2020"	Suppressed	6264	Suppressed
	"Arthur County, NE"	"31005"	"2018"	"2018"	Suppressed	465	Suppressed
	"Arthur County, NE"	"31005"	"2019"	"2019"	Suppressed	463	Suppressed
	"Arthur County, NE"	"31005"	"2020 "	"2020"	Suppressed	466	Suppressed
	"Banner County, NE"	"31007"	"2018"	"2018"	Suppressed	730	Suppressed
	"Banner County, NE"	"31007"	"2019"	"2019"	Suppressed	745	Suppressed
	"Banner County, NE"	"31007"	"2020 "	"2020"	Suppressed	786	Suppressed
	"Blaine County, NE"	"31009"	"2018"	"2018"	Suppressed	476	Suppressed
	"Blaine County, NE"	"31009"	"2019"	"2019"	Suppressed	465	Suppressed
	"Blaine County, NE"	"31009"	"2020 "	"2020"	Suppressed	457	Suppressed
	"Boone County, NE"	"31011"	"2018"	"2018"	Suppressed	5239	Suppressed
	"Boone County, NE"	"31011"	"2019"	"2019"	Suppressed	5192	Suppressed
	"Boone County, NE"	"31011"	"2020 "	"2020"	Suppressed	5096	Suppressed
	"Box Butte County, NE"	"31013"	"2018"	"2018"	Suppressed	10772	Suppressed
	"Box Butte County, NE"	"31013"	"2019"	"2019"	Suppressed	10783	Suppressed
	"Box Butte County, NE"	"31013"	"2020 "	"2020"	Suppressed	10696	Suppressed
	"Boyd County, NE"	"31015"	"2018"	"2018"	Suppressed	1955	Suppressed
	"Boyd County, NE"	"31015"	"2019"	"2019"	Suppressed	1919	Suppressed
	"Boyd County, NE"	"31015"	"2020 "	"2020"	Suppressed	1860	Suppressed
	"Brown County, NE"	"31017"	"2018"	"2018"	Suppressed	2973	Suppressed
	"Brown County, NE"	"31017"	"2019"	"2019"	Suppressed	2955	Suppressed
	"Brown County, NE"	"31017"	"2020 "	"2020"	Suppressed	2981	Suppressed
	"Buffalo County, NE"	"31019"	"2018"	"2018"	Suppressed	49615	Suppressed
	"Buffalo County, NE"	"31019"	"2019"	"2019"	Suppressed	49659	Suppressed
	"Buffalo County, NE"	"31019"	"2020 "	"2020"	Suppressed	50114	Suppressed
	"Burt County, NE"	"31021"	"2018"	"2018"	Suppressed	6488	Suppressed
	"Burt County, NE"	"31021"	"2019"	"2019"	Suppressed	6459	Suppressed
	"Burt County, NE"	"31021"	"2020 "	"2020"	Suppressed	6477	Suppressed
	"Butler County, NE"	"31023"	"2018"	"2018"	Suppressed	8058	Suppressed
	"Butler County, NE"	"31023"	"2019"	"2019"	Suppressed	8016	Suppressed
	"Butler County, NE"	"31023"	"2020 "	"2020"	Suppressed	7960	Suppressed
	"Cass County, NE"	"31025"	"2018"	"2018"	Suppressed	26159	Suppressed
	"Cass County, NE"	"31025"	"2019"	"2019"	Suppressed	26248	Suppressed
	"Cass County, NE"	"31025"	"2020 "	"2020"	Suppressed	26232	Suppressed
	"Cedar County, NE"	"31027"	"2018"	"2018"	Suppressed	8446	Suppressed
	"Cedar County, NE"	"31027"	"2019"	"2019"	Suppressed	8402	Suppressed
	"Cedar County, NE"	"31027"	"2020 "	"2020"	Suppressed	8414	Suppressed
	"Chase County, NE"	"31029"	"2018"	"2018"	Suppressed	3977	Suppressed
	"Chase County, NE"	"31029"	"2019"	"2019"	Suppressed	3924	Suppressed
	"Chase County, NE"	"31029"	"2020 "	"2020"	Suppressed	3840	Suppressed
	"Cherry County, NE"	"31031"	"2018"	"2018"	Suppressed	5761	Suppressed
	"Cherry County, NE"	"31031"	"2019"	"2019"	Suppressed	5689	Suppressed
	"Cherry County, NE"	"31031"	"2020 "	"2020"	Suppressed	5781	Suppressed
	"Cheyenne County, NE"	"31033"	"2018"	"2018"	Suppressed	9310	Suppressed
	"Cheyenne County, NE"	"31033"	"2019"	"2019"	Suppressed	8910	Suppressed
	"Cheyenne County, NE"	"31033"	"2020 "	"2020"	Suppressed	9111	Suppressed
	"Clay County, NE"	"31035"	"2018"	"2018"	Suppressed	6214	Suppressed
	"Clay County, NE"	"31035"	"2019"	"2019"	Suppressed	6203	Suppressed
	"Clay County, NE"	"31035"	"2020 "	"2020"	Suppressed	6216	Suppressed
	"Colfax County, NE"	"31037"	"2018"	"2018"	Suppressed	10881	Suppressed
	"Colfax County, NE"	"31037"	"2019"	"2019"	Suppressed	10709	Suppressed
	"Colfax County, NE"	"31037"	"2020 "	"2020"	Suppressed	10587	Suppressed
	"Cuming County, NE"	"31039"	"2018"	"2018"	Suppressed	8940	Suppressed
	"Cuming County, NE"	"31039"	"2019"	"2019"	Suppressed	8846	Suppressed
	"Cuming County, NE"	"31039"	"2020 "	"2020"	Suppressed	8798	Suppressed
	"Custer County, NE"	"31041"	"2018"	"2018"	Suppressed	10840	Suppressed
	"Custer County, NE"	"31041"	"2019"	"2019"	Suppressed	10777	Suppressed
	"Custer County, NE"	"31041"	"2020 "	"2020"	Suppressed	10626	Suppressed
	"Dakota County, NE"	"31043"	"2018"	"2018"	Suppressed	20083	Suppressed
	"Dakota County, NE"	"31043"	"2019"	"2019"	Suppressed	20026	Suppressed
	"Dakota County, NE"	"31043"	"2020 "	"2020"	Suppressed	20070	Suppressed
	"Dawes County, NE"	"31045"	"2018"	"2018"	Suppressed	8716	Suppressed
	"Dawes County, NE"	"31045"	"2019"	"2019"	Suppressed	8589	Suppressed
	"Dawes County, NE"	"31045"	"2020 "	"2020"	Suppressed	8361	Suppressed
	"Dawson County, NE"	"31047"	"2018"	"2018"	Suppressed	23709	Suppressed
	"Dawson County, NE"	"31047"	"2019"	"2019"	Suppressed	23595	Suppressed
	"Dawson County, NE"	"31047"	"2020 "	"2020"	Suppressed	23510	Suppressed
	"Deuel County, NE"	"31049"	"2018"	"2018"	Suppressed	1825	Suppressed
	"Deuel County, NE"	"31049"	"2019"	"2019"	Suppressed	1794	Suppressed
	"Deuel County, NE"	"31049"	"2020 "	"2020"	Suppressed	1793	Suppressed
	"Dixon County, NE"	"31051"	"2018"	"2018"	Suppressed	5709	Suppressed
	"Dixon County, NE"	"31051"	"2019"	"2019"	Suppressed	5636	Suppressed
	"Dixon County, NE"	"31051"	"2020 "	"2020"	Suppressed	5596	Suppressed
	"Dodge County, NE"	"31053"	"2018"	"2018"	Suppressed	36791	Suppressed
	"Dodge County, NE"	"31053"	"2019"	"2019"	Suppressed	36565	Suppressed
	"Dodge County, NE"	"31053"	"2020 "	"2020"	Suppressed	36222	Suppressed
	"Douglas County, NE"	"31055"	"2018"	"2018"	45	566880	7.9
	"Douglas County, NE"	"31055"	"2019"	"2019"	59	571327	10.3
	"Douglas County, NE"	"31055"	"2020 "	"2020"	91	574332	15.8
	"Dundy County, NE"	"31057"	"2018"	"2018"	Suppressed	1770	Suppressed
	"Dundy County, NE"	"31057"	"2019"	"2019"	Suppressed	1693	Suppressed
	"Dundy County, NE"	"31057"	"2020 "	"2020"	Suppressed	1671	Suppressed
	"Fillmore County, NE"	"31059"	"2018"	"2018"	Suppressed	5527	Suppressed
	"Fillmore County, NE"	"31059"	"2019"	"2019"	Suppressed	5462	Suppressed
	"Fillmore County, NE"	"31059"	"2020 "	"2020"	Suppressed	5519	Suppressed
	"Franklin County, NE"	"31061"	"2018"	"2018"	Suppressed	3023	Suppressed
	"Franklin County, NE"	"31061"	"2019"	"2019"	Suppressed	2979	Suppressed
	"Franklin County, NE"	"31061"	"2020 "	"2020"	Suppressed	2940	Suppressed
	"Frontier County, NE"	"31063"	"2018"	"2018"	Suppressed	2608	Suppressed
	"Frontier County, NE"	"31063"	"2019"	"2019"	Suppressed	2627	Suppressed
	"Frontier County, NE"	"31063"	"2020 "	"2020"	Suppressed	2587	Suppressed
	"Furnas County, NE"	"31065"	"2018"	"2018"	Suppressed	4715	Suppressed
	"Furnas County, NE"	"31065"	"2019"	"2019"	Suppressed	4676	Suppressed
	"Furnas County, NE"	"31065"	"2020 "	"2020"	Suppressed	4653	Suppressed
	"Gage County, NE"	"31067"	"2018"	"2018"	Suppressed	21493	Suppressed
	"Gage County, NE"	"31067"	"2019"	"2019"	Suppressed	21513	Suppressed
	"Gage County, NE"	"31067"	"2020 "	"2020"	Suppressed	21431	Suppressed
	"Garden County, NE"	"31069"	"2018"	"2018"	Suppressed	1897	Suppressed
	"Garden County, NE"	"31069"	"2019"	"2019"	Suppressed	1837	Suppressed
	"Garden County, NE"	"31069"	"2020 "	"2020"	Suppressed	1847	Suppressed
	"Garfield County, NE"	"31071"	"2018"	"2018"	Suppressed	1987	Suppressed
	"Garfield County, NE"	"31071"	"2019"	"2019"	Suppressed	1969	Suppressed
	"Garfield County, NE"	"31071"	"2020 "	"2020"	Suppressed	1956	Suppressed
	"Gosper County, NE"	"31073"	"2018"	"2018"	Suppressed	1996	Suppressed
	"Gosper County, NE"	"31073"	"2019"	"2019"	Suppressed	1990	Suppressed
	"Gosper County, NE"	"31073"	"2020 "	"2020"	Suppressed	1986	Suppressed
	"Grant County, NE"	"31075"	"2018"	"2018"	Suppressed	660	Suppressed
	"Grant County, NE"	"31075"	"2019"	"2019"	Suppressed	623	Suppressed
	"Grant County, NE"	"31075"	"2020 "	"2020"	Suppressed	630	Suppressed
	"Greeley County, NE"	"31077"	"2018"	"2018"	Suppressed	2356	Suppressed
	"Greeley County, NE"	"31077"	"2019"	"2019"	Suppressed	2356	Suppressed
	"Greeley County, NE"	"31077"	"2020 "	"2020"	Suppressed	2319	Suppressed
	"Hall County, NE"	"31079"	"2018"	"2018"	Suppressed	61607	Suppressed
	"Hall County, NE"	"31079"	"2019"	"2019"	Suppressed	61353	Suppressed
	"Hall County, NE"	"31079"	"2020 "	"2020"	Suppressed	61028	Suppressed
	"Hamilton County, NE"	"31081"	"2018"	"2018"	Suppressed	9280	Suppressed
	"Hamilton County, NE"	"31081"	"2019"	"2019"	Suppressed	9324	Suppressed
	"Hamilton County, NE"	"31081"	"2020 "	"2020"	Suppressed	9237	Suppressed
	"Harlan County, NE"	"31083"	"2018"	"2018"	Suppressed	3401	Suppressed
	"Harlan County, NE"	"31083"	"2019"	"2019"	Suppressed	3380	Suppressed
	"Harlan County, NE"	"31083"	"2020 "	"2020"	Suppressed	3311	Suppressed
	"Hayes County, NE"	"31085"	"2018"	"2018"	Suppressed	916	Suppressed
	"Hayes County, NE"	"31085"	"2019"	"2019"	Suppressed	922	Suppressed
	"Hayes County, NE"	"31085"	"2020 "	"2020"	Suppressed	916	Suppressed
	"Hitchcock County, NE"	"31087"	"2018"	"2018"	Suppressed	2806	Suppressed
	"Hitchcock County, NE"	"31087"	"2019"	"2019"	Suppressed	2762	Suppressed
	"Hitchcock County, NE"	"31087"	"2020 "	"2020"	Suppressed	2773	Suppressed
	"Holt County, NE"	"31089"	"2018"	"2018"	Suppressed	10178	Suppressed
	"Holt County, NE"	"31089"	"2019"	"2019"	Suppressed	10067	Suppressed
	"Holt County, NE"	"31089"	"2020 "	"2020"	Suppressed	9956	Suppressed
	"Hooker County, NE"	"31091"	"2018"	"2018"	Suppressed	682	Suppressed
	"Hooker County, NE"	"31091"	"2019"	"2019"	Suppressed	682	Suppressed
	"Hooker County, NE"	"31091"	"2020 "	"2020"	Suppressed	647	Suppressed
	"Howard County, NE"	"31093"	"2018"	"2018"	Suppressed	6468	Suppressed
	"Howard County, NE"	"31093"	"2019"	"2019"	Suppressed	6445	Suppressed
	"Howard County, NE"	"31093"	"2020 "	"2020"	Suppressed	6488	Suppressed
	"Jefferson County, NE"	"31095"	"2018"	"2018"	Suppressed	7097	Suppressed
	"Jefferson County, NE"	"31095"	"2019"	"2019"	Suppressed	7046	Suppressed
	"Jefferson County, NE"	"31095"	"2020 "	"2020"	Suppressed	7099	Suppressed
	"Johnson County, NE"	"31097"	"2018"	"2018"	Suppressed	5134	Suppressed
	"Johnson County, NE"	"31097"	"2019"	"2019"	Suppressed	5071	Suppressed
	"Johnson County, NE"	"31097"	"2020 "	"2020"	Suppressed	5057	Suppressed
	"Kearney County, NE"	"31099"	"2018"	"2018"	Suppressed	6544	Suppressed
	"Kearney County, NE"	"31099"	"2019"	"2019"	Suppressed	6495	Suppressed
	"Kearney County, NE"	"31099"	"2020 "	"2020"	Suppressed	6652	Suppressed
	"Keith County, NE"	"31101"	"2018"	"2018"	Suppressed	8021	Suppressed
	"Keith County, NE"	"31101"	"2019"	"2019"	Suppressed	8034	Suppressed
	"Keith County, NE"	"31101"	"2020 "	"2020"	Suppressed	7983	Suppressed
	"Keya Paha County, NE"	"31103"	"2018"	"2018"	Suppressed	810	Suppressed
	"Keya Paha County, NE"	"31103"	"2019"	"2019"	Suppressed	806	Suppressed
	"Keya Paha County, NE"	"31103"	"2020 "	"2020"	Suppressed	759	Suppressed
	"Kimball County, NE"	"31105"	"2018"	"2018"	Suppressed	3618	Suppressed
	"Kimball County, NE"	"31105"	"2019"	"2019"	Suppressed	3632	Suppressed
	"Kimball County, NE"	"31105"	"2020 "	"2020"	Suppressed	3495	Suppressed
	"Knox County, NE"	"31107"	"2018"	"2018"	Suppressed	8419	Suppressed
	"Knox County, NE"	"31107"	"2019"	"2019"	Suppressed	8332	Suppressed
	"Knox County, NE"	"31107"	"2020 "	"2020"	Suppressed	8304	Suppressed
	"Lancaster County, NE"	"31109"	"2018"	"2018"	29	317272	9.1
	"Lancaster County, NE"	"31109"	"2019"	"2019"	30	319090	9.4
	"Lancaster County, NE"	"31109"	"2020 "	"2020"	50	320650	15.6
	"Lincoln County, NE"	"31111"	"2018"	"2018"	Suppressed	35185	Suppressed
	"Lincoln County, NE"	"31111"	"2019"	"2019"	Suppressed	34914	Suppressed
	"Lincoln County, NE"	"31111"	"2020 "	"2020"	Suppressed	34347	Suppressed
	"Logan County, NE"	"31113"	"2018"	"2018"	Suppressed	749	Suppressed
	"Logan County, NE"	"31113"	"2019"	"2019"	Suppressed	748	Suppressed
	"Logan County, NE"	"31113"	"2020 "	"2020"	Suppressed	747	Suppressed
	"Loup County, NE"	"31115"	"2018"	"2018"	Suppressed	618	Suppressed
	"Loup County, NE"	"31115"	"2019"	"2019"	Suppressed	664	Suppressed
	"Loup County, NE"	"31115"	"2020 "	"2020"	Suppressed	650	Suppressed
	"McPherson County, NE"	"31117"	"2018"	"2018"	Suppressed	492	Suppressed
	"McPherson County, NE"	"31117"	"2019"	"2019"	Suppressed	494	Suppressed
	"McPherson County, NE"	"31117"	"2020 "	"2020"	Suppressed	474	Suppressed
	"Madison County, NE"	"31119"	"2018"	"2018"	Suppressed	35392	Suppressed
	"Madison County, NE"	"31119"	"2019"	"2019"	Suppressed	35099	Suppressed
	"Madison County, NE"	"31119"	"2020 "	"2020"	Suppressed	34813	Suppressed
	"Merrick County, NE"	"31121"	"2018"	"2018"	Suppressed	7733	Suppressed
	"Merrick County, NE"	"31121"	"2019"	"2019"	Suppressed	7755	Suppressed
	"Merrick County, NE"	"31121"	"2020 "	"2020"	Suppressed	7809	Suppressed
	"Morrill County, NE"	"31123"	"2018"	"2018"	Suppressed	4686	Suppressed
	"Morrill County, NE"	"31123"	"2019"	"2019"	Suppressed	4642	Suppressed
	"Morrill County, NE"	"31123"	"2020 "	"2020"	Suppressed	4625	Suppressed
	"Nance County, NE"	"31125"	"2018"	"2018"	Suppressed	3532	Suppressed
	"Nance County, NE"	"31125"	"2019"	"2019"	Suppressed	3519	Suppressed
	"Nance County, NE"	"31125"	"2020 "	"2020"	Suppressed	3532	Suppressed
	"Nemaha County, NE"	"31127"	"2018"	"2018"	Suppressed	6958	Suppressed
	"Nemaha County, NE"	"31127"	"2019"	"2019"	Suppressed	6972	Suppressed
	"Nemaha County, NE"	"31127"	"2020 "	"2020"	Suppressed	7044	Suppressed
	"Nuckolls County, NE"	"31129"	"2018"	"2018"	Suppressed	4195	Suppressed
	"Nuckolls County, NE"	"31129"	"2019"	"2019"	Suppressed	4148	Suppressed
	"Nuckolls County, NE"	"31129"	"2020 "	"2020"	Suppressed	4134	Suppressed
	"Otoe County, NE"	"31131"	"2018"	"2018"	Suppressed	15985	Suppressed
	"Otoe County, NE"	"31131"	"2019"	"2019"	Suppressed	16012	Suppressed
	"Otoe County, NE"	"31131"	"2020 "	"2020"	Suppressed	15965	Suppressed
	"Pawnee County, NE"	"31133"	"2018"	"2018"	Suppressed	2632	Suppressed
	"Pawnee County, NE"	"31133"	"2019"	"2019"	Suppressed	2613	Suppressed
	"Pawnee County, NE"	"31133"	"2020 "	"2020"	Suppressed	2601	Suppressed
	"Perkins County, NE"	"31135"	"2018"	"2018"	Suppressed	2929	Suppressed
	"Perkins County, NE"	"31135"	"2019"	"2019"	Suppressed	2891	Suppressed
	"Perkins County, NE"	"31135"	"2020 "	"2020"	Suppressed	2867	Suppressed
	"Phelps County, NE"	"31137"	"2018"	"2018"	Suppressed	8996	Suppressed
	"Phelps County, NE"	"31137"	"2019"	"2019"	Suppressed	9034	Suppressed
	"Phelps County, NE"	"31137"	"2020 "	"2020"	Suppressed	9006	Suppressed
	"Pierce County, NE"	"31139"	"2018"	"2018"	Suppressed	7142	Suppressed
	"Pierce County, NE"	"31139"	"2019"	"2019"	Suppressed	7148	Suppressed
	"Pierce County, NE"	"31139"	"2020 "	"2020"	Suppressed	7184	Suppressed
	"Platte County, NE"	"31141"	"2018"	"2018"	Suppressed	33363	Suppressed
	"Platte County, NE"	"31141"	"2019"	"2019"	Suppressed	33470	Suppressed
	"Platte County, NE"	"31141"	"2020 "	"2020"	Suppressed	33364	Suppressed
	"Polk County, NE"	"31143"	"2018"	"2018"	Suppressed	5278	Suppressed
	"Polk County, NE"	"31143"	"2019"	"2019"	Suppressed	5213	Suppressed
	"Polk County, NE"	"31143"	"2020 "	"2020"	Suppressed	5201	Suppressed
	"Red Willow County, NE"	"31145"	"2018"	"2018"	Suppressed	10726	Suppressed
	"Red Willow County, NE"	"31145"	"2019"	"2019"	Suppressed	10724	Suppressed
	"Red Willow County, NE"	"31145"	"2020 "	"2020"	Suppressed	10627	Suppressed
	"Richardson County, NE"	"31147"	"2018"	"2018"	Suppressed	7937	Suppressed
	"Richardson County, NE"	"31147"	"2019"	"2019"	Suppressed	7865	Suppressed
	"Richardson County, NE"	"31147"	"2020 "	"2020"	Suppressed	7791	Suppressed
	"Rock County, NE"	"31149"	"2018"	"2018"	Suppressed	1360	Suppressed
	"Rock County, NE"	"31149"	"2019"	"2019"	Suppressed	1357	Suppressed
	"Rock County, NE"	"31149"	"2020 "	"2020"	Suppressed	1377	Suppressed
	"Saline County, NE"	"31151"	"2018"	"2018"	Suppressed	14350	Suppressed
	"Saline County, NE"	"31151"	"2019"	"2019"	Suppressed	14224	Suppressed
	"Saline County, NE"	"31151"	"2020 "	"2020"	Suppressed	13987	Suppressed
	"Sarpy County, NE"	"31153"	"2018"	"2018"	18	184459	Unreliable
	"Sarpy County, NE"	"31153"	"2019"	"2019"	20	187196	10.7
	"Sarpy County, NE"	"31153"	"2020 "	"2020"	11	188856	Unreliable
	"Saunders County, NE"	"31155"	"2018"	"2018"	Suppressed	21303	Suppressed
	"Saunders County, NE"	"31155"	"2019"	"2019"	Suppressed	21578	Suppressed
	"Saunders County, NE"	"31155"	"2020 "	"2020"	Suppressed	21927	Suppressed
	"Scotts Bluff County, NE"	"31157"	"2018"	"2018"	Suppressed	35989	Suppressed
	"Scotts Bluff County, NE"	"31157"	"2019"	"2019"	Suppressed	35618	Suppressed
	"Scotts Bluff County, NE"	"31157"	"2020 "	"2020"	Suppressed	35299	Suppressed
	"Seward County, NE"	"31159"	"2018"	"2018"	Suppressed	17318	Suppressed
	"Seward County, NE"	"31159"	"2019"	"2019"	Suppressed	17284	Suppressed
	"Seward County, NE"	"31159"	"2020 "	"2020"	Suppressed	17186	Suppressed
	"Sheridan County, NE"	"31161"	"2018"	"2018"	Suppressed	5190	Suppressed
	"Sheridan County, NE"	"31161"	"2019"	"2019"	Suppressed	5246	Suppressed
	"Sheridan County, NE"	"31161"	"2020 "	"2020"	Suppressed	5150	Suppressed
	"Sherman County, NE"	"31163"	"2018"	"2018"	Suppressed	3038	Suppressed
	"Sherman County, NE"	"31163"	"2019"	"2019"	Suppressed	3001	Suppressed
	"Sherman County, NE"	"31163"	"2020 "	"2020"	Suppressed	2986	Suppressed
	"Sioux County, NE"	"31165"	"2018"	"2018"	Suppressed	1187	Suppressed
	"Sioux County, NE"	"31165"	"2019"	"2019"	Suppressed	1166	Suppressed
	"Sioux County, NE"	"31165"	"2020 "	"2020"	Suppressed	1200	Suppressed
	"Stanton County, NE"	"31167"	"2018"	"2018"	Suppressed	5970	Suppressed
	"Stanton County, NE"	"31167"	"2019"	"2019"	Suppressed	5920	Suppressed
	"Stanton County, NE"	"31167"	"2020 "	"2020"	Suppressed	5880	Suppressed
	"Thayer County, NE"	"31169"	"2018"	"2018"	Suppressed	5039	Suppressed
	"Thayer County, NE"	"31169"	"2019"	"2019"	Suppressed	5003	Suppressed
	"Thayer County, NE"	"31169"	"2020 "	"2020"	Suppressed	4887	Suppressed
	"Thomas County, NE"	"31171"	"2018"	"2018"	Suppressed	720	Suppressed
	"Thomas County, NE"	"31171"	"2019"	"2019"	Suppressed	722	Suppressed
	"Thomas County, NE"	"31171"	"2020 "	"2020"	Suppressed	739	Suppressed
	"Thurston County, NE"	"31173"	"2018"	"2018"	Suppressed	7303	Suppressed
	"Thurston County, NE"	"31173"	"2019"	"2019"	Suppressed	7224	Suppressed
	"Thurston County, NE"	"31173"	"2020 "	"2020"	Suppressed	7220	Suppressed
	"Valley County, NE"	"31175"	"2018"	"2018"	Suppressed	4190	Suppressed
	"Valley County, NE"	"31175"	"2019"	"2019"	Suppressed	4158	Suppressed
	"Valley County, NE"	"31175"	"2020 "	"2020"	Suppressed	4103	Suppressed
	"Washington County, NE"	"31177"	"2018"	"2018"	Suppressed	20667	Suppressed
	"Washington County, NE"	"31177"	"2019"	"2019"	Suppressed	20729	Suppressed
	"Washington County, NE"	"31177"	"2020 "	"2020"	Suppressed	20901	Suppressed
	"Wayne County, NE"	"31179"	"2018"	"2018"	Suppressed	9403	Suppressed
	"Wayne County, NE"	"31179"	"2019"	"2019"	Suppressed	9385	Suppressed
	"Wayne County, NE"	"31179"	"2020 "	"2020"	Suppressed	9492	Suppressed
	"Webster County, NE"	"31181"	"2018"	"2018"	Suppressed	3533	Suppressed
	"Webster County, NE"	"31181"	"2019"	"2019"	Suppressed	3487	Suppressed
	"Webster County, NE"	"31181"	"2020 "	"2020"	Suppressed	3419	Suppressed
	"Wheeler County, NE"	"31183"	"2018"	"2018"	Suppressed	805	Suppressed
	"Wheeler County, NE"	"31183"	"2019"	"2019"	Suppressed	783	Suppressed
	"Wheeler County, NE"	"31183"	"2020 "	"2020"	Suppressed	790	Suppressed
	"York County, NE"	"31185"	"2018"	"2018"	Suppressed	13772	Suppressed
	"York County, NE"	"31185"	"2019"	"2019"	Suppressed	13679	Suppressed
	"York County, NE"	"31185"	"2020 "	"2020"	Suppressed	13511	Suppressed
	"Churchill County, NV"	"32001"	"2018"	"2018"	Suppressed	24440	Suppressed
	"Churchill County, NV"	"32001"	"2019"	"2019"	Suppressed	24909	Suppressed
	"Churchill County, NV"	"32001"	"2020 "	"2020"	Suppressed	25363	Suppressed
	"Clark County, NV"	"32003"	"2018"	"2018"	491	2231647	22.0
	"Clark County, NV"	"32003"	"2019"	"2019"	445	2266715	19.6
	"Clark County, NV"	"32003"	"2020 "	"2020"	605	2315963	26.1
	"Douglas County, NV"	"32005"	"2018"	"2018"	Suppressed	48467	Suppressed
	"Douglas County, NV"	"32005"	"2019"	"2019"	Suppressed	48905	Suppressed
	"Douglas County, NV"	"32005"	"2020 "	"2020"	11	49088	Unreliable
	"Elko County, NV"	"32007"	"2018"	"2018"	Suppressed	52460	Suppressed
	"Elko County, NV"	"32007"	"2019"	"2019"	Suppressed	52778	Suppressed
	"Elko County, NV"	"32007"	"2020 "	"2020"	Suppressed	53006	Suppressed
	"Esmeralda County, NV"	"32009"	"2018"	"2018"	Suppressed	826	Suppressed
	"Esmeralda County, NV"	"32009"	"2019"	"2019"	Suppressed	873	Suppressed
	"Esmeralda County, NV"	"32009"	"2020 "	"2020"	Suppressed	886	Suppressed
	"Eureka County, NV"	"32011"	"2018"	"2018"	Suppressed	2003	Suppressed
	"Eureka County, NV"	"32011"	"2019"	"2019"	Suppressed	2029	Suppressed
	"Eureka County, NV"	"32011"	"2020 "	"2020"	Suppressed	2065	Suppressed
	"Humboldt County, NV"	"32013"	"2018"	"2018"	Suppressed	16786	Suppressed
	"Humboldt County, NV"	"32013"	"2019"	"2019"	Suppressed	16831	Suppressed
	"Humboldt County, NV"	"32013"	"2020 "	"2020"	Suppressed	16962	Suppressed
	"Lander County, NV"	"32015"	"2018"	"2018"	Suppressed	5575	Suppressed
	"Lander County, NV"	"32015"	"2019"	"2019"	Suppressed	5532	Suppressed
	"Lander County, NV"	"32015"	"2020 "	"2020"	Suppressed	5514	Suppressed
	"Lincoln County, NV"	"32017"	"2018"	"2018"	Suppressed	5201	Suppressed
	"Lincoln County, NV"	"32017"	"2019"	"2019"	Suppressed	5183	Suppressed
	"Lincoln County, NV"	"32017"	"2020 "	"2020"	Suppressed	5159	Suppressed
	"Lyon County, NV"	"32019"	"2018"	"2018"	16	55808	Unreliable
	"Lyon County, NV"	"32019"	"2019"	"2019"	20	57510	34.8
	"Lyon County, NV"	"32019"	"2020 "	"2020"	12	58319	Unreliable
